country,region_name,subregion_name,sector_name,group_name,link
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Przewodziszowice","Skały Rajcy","https://wspinanie.pl/topo2/page,topo-rejony,rejon,231.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Przewodziszowice","Strażnica Przewodziszowicka","https://wspinanie.pl/topo2/page,topo-rejony,rejon,232.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Łutowiec","Rejon Zamkowej","https://wspinanie.pl/topo2/page,topo-rejony,rejon,233.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Łutowiec","Rejon Łysej","https://wspinanie.pl/topo2/page,topo-rejony,rejon,234.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Łutowiec","Rejon Słonia","https://wspinanie.pl/topo2/page,topo-rejony,rejon,235.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Łutowiec","Czarny Kamień","https://wspinanie.pl/topo2/page,topo-rejony,rejon,585.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Łutowiec","Grupa Knura","https://wspinanie.pl/topo2/page,topo-rejony,rejon,586.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Łutowiec","Polny Kamień","https://wspinanie.pl/topo2/page,topo-rejony,rejon,613.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Piaseczno","Nietoperze","https://wspinanie.pl/topo2/page,topo-rejony,rejon,481.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Skały Kroczyckie","Bogdanka","https://wspinanie.pl/topo2/page,topo-rejony,rejon,527.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Morsko","Łężec","https://wspinanie.pl/topo2/page,topo-rejony,rejon,532.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Morsko","Barwinek","https://wspinanie.pl/topo2/page,topo-rejony,rejon,580.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Skarżyce","Cydzownik","https://wspinanie.pl/topo2/page,topo-rejony,rejon,546.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Żerkowice","Jaskółcza Skała","https://wspinanie.pl/topo2/page,topo-rejony,rejon,562.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Popielowa","Popiielowe SER","https://wspinanie.pl/topo2/page,topo-rejony,rejon,606.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Popielowa","Immanuel","https://wspinanie.pl/topo2/page,topo-rejony,rejon,607.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Podzamcze","Suchy Połeć","https://wspinanie.pl/topo2/page,topo-rejony,rejon,265.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Podzamcze","Góra Birów","https://wspinanie.pl/topo2/page,topo-rejony,rejon,266.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Podzamcze","Góra Zamkowa","https://wspinanie.pl/topo2/page,topo-rejony,rejon,267.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Podzamcze","Gołębnik","https://wspinanie.pl/topo2/page,topo-rejony,rejon,268.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Podzamcze","Okręt","https://wspinanie.pl/topo2/page,topo-rejony,rejon,269.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Podzamcze","Zapad","https://wspinanie.pl/topo2/page,topo-rejony,rejon,270.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Podzamcze","Wielbłąd","https://wspinanie.pl/topo2/page,topo-rejony,rejon,504.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Podzamcze","Cim","https://wspinanie.pl/topo2/page,topo-rejony,rejon,505.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Ryczów i okolice","Grochowiec Wielki","https://wspinanie.pl/topo2/page,topo-rejony,rejon,157.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Ryczów i okolice","Brzuchacka Skała","https://wspinanie.pl/topo2/page,topo-rejony,rejon,271.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Ryczów i okolice","Szczebel","https://wspinanie.pl/topo2/page,topo-rejony,rejon,272.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Ryczów i okolice","Kosia","https://wspinanie.pl/topo2/page,topo-rejony,rejon,273.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Ryczów i okolice","Zwierzyniec","https://wspinanie.pl/topo2/page,topo-rejony,rejon,275.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Ryczów i okolice","Straszykowe Skały","https://wspinanie.pl/topo2/page,topo-rejony,rejon,276.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Ryczów i okolice","Ząbczysko","https://wspinanie.pl/topo2/page,topo-rejony,rejon,277.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Ryczów i okolice","Długa z Półką","https://wspinanie.pl/topo2/page,topo-rejony,rejon,278.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Ryczów i okolice","Cisownik","https://wspinanie.pl/topo2/page,topo-rejony,rejon,542.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Karlin i okolice","Kamienie Żerkowickie","https://wspinanie.pl/topo2/page,topo-rejony,rejon,261.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Karlin i okolice","Skała Nad Wsią","https://wspinanie.pl/topo2/page,topo-rejony,rejon,262.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Karlin i okolice","Biały Kamień","https://wspinanie.pl/topo2/page,topo-rejony,rejon,263.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Karlin i okolice","Krzewiny","https://wspinanie.pl/topo2/page,topo-rejony,rejon,264.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Karlin i okolice","Rzędowa Skała","https://wspinanie.pl/topo2/page,topo-rejony,rejon,534.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Dolina Dłubni","Wąwóz Ostryszni","https://wspinanie.pl/topo2/page,topo-rejony,rejon,300.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Dolina Dłubni","Sokół","https://wspinanie.pl/topo2/page,topo-rejony,rejon,301.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Dolina Dłubni","Mały Chiński Mur","https://wspinanie.pl/topo2/page,topo-rejony,rejon,302.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Dolina Dłubni","Durszlak","https://wspinanie.pl/topo2/page,topo-rejony,rejon,303.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Park Jurajski","https://wspinanie.pl/topo2/page,topo-rejony,rejon,279.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Wróblowa","https://wspinanie.pl/topo2/page,topo-rejony,rejon,280.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Gaj","https://wspinanie.pl/topo2/page,topo-rejony,rejon,281.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Ruskowa","https://wspinanie.pl/topo2/page,topo-rejony,rejon,282.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Biśnik","https://wspinanie.pl/topo2/page,topo-rejony,rejon,283.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Grodzisko Chłopskie","https://wspinanie.pl/topo2/page,topo-rejony,rejon,284.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Grodzisko Pańskie","https://wspinanie.pl/topo2/page,topo-rejony,rejon,285.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Bezpańska","https://wspinanie.pl/topo2/page,topo-rejony,rejon,286.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Goncerzyca","https://wspinanie.pl/topo2/page,topo-rejony,rejon,287.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Krzywość","https://wspinanie.pl/topo2/page,topo-rejony,rejon,288.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Zegarowe Skały","https://wspinanie.pl/topo2/page,topo-rejony,rejon,289.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Jaskinia Jasna w Strzegowej","https://wspinanie.pl/topo2/page,topo-rejony,rejon,290.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Smoleń i okolice","Udórz","https://wspinanie.pl/topo2/page,topo-rejony,rejon,291.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Pazurek","https://wspinanie.pl/topo2/page,topo-rejony,rejon,292.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Igły Olkuskie ","https://wspinanie.pl/topo2/page,topo-rejony,rejon,293.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Zubowe Skały","https://wspinanie.pl/topo2/page,topo-rejony,rejon,294.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Maniakówka","https://wspinanie.pl/topo2/page,topo-rejony,rejon,295.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Turnia Nad Kopalnią","https://wspinanie.pl/topo2/page,topo-rejony,rejon,296.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Pomorzańskie Skałki","https://wspinanie.pl/topo2/page,topo-rejony,rejon,297.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Rabsztyn","https://wspinanie.pl/topo2/page,topo-rejony,rejon,298.html"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Januszkowa Góra","https://wspinanie.pl/topo2/page,topo-rejony,rejon,299.html"
"Polska","Sudety","Karkonosze","Jelenia Góra i okolice","Góra Gapy","https://wspinanie.pl/topo2/page,topo-rejony,rejon,499.html"
"Polska","Sudety","Hejszowina","Szczeliniec Wielki","Prawy południowo-zachodni mur","https://wspinanie.pl/topo2/page,topo-rejony,rejon,177.html"
