country,region_name,subregion_name,sector_name,group_name,crag_name,link,rock_type,height,geo,exposure
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Zubowe Skały","Kwadratowa, Biała i Ostatnia","https://wspinanie.pl/topo2/page,topo-skaly,skala,397.html","Wapień","14m","","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Zubowe Skały","Boczny Mur i Zielona Ściana","https://wspinanie.pl/topo2/page,topo-skaly,skala,433.html","Wapień","18m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Maniakówka","Maniakówka","https://wspinanie.pl/topo2/page,topo-skaly,skala,398.html","Wapień","20m","N 50°20'29.0034"" E 19°37'9.012""","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Turnia Nad Kopalnią","Turnia Nad Kopalnią","https://wspinanie.pl/topo2/page,topo-skaly,skala,399.html","Wapień","18m","N 50°20'29.0034"" E 19°37'9.012""","Sektor zacieniony"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Pomorzańskie Skałki","Balkony","https://wspinanie.pl/topo2/page,topo-skaly,skala,400.html","Wapień","10m","N 50°18'26.9994"" E 19°32'53.0154""","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Pomorzańskie Skałki","Przełaz i Rozłupane","https://wspinanie.pl/topo2/page,topo-skaly,skala,401.html","Wapień","8m","N 50°18'26.9994"" E 19°32'53.0154""","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Pomorzańskie Skałki","Foka","https://wspinanie.pl/topo2/page,topo-skaly,skala,402.html","Wapień","12m","N 50°18'26.9994"" E 19°32'53.0154""","Sektor zacieniony"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Rabsztyn","Zamurze","https://wspinanie.pl/topo2/page,topo-skaly,skala,403.html","Wapień","10m","N 50°17'56.004"" E 19°35'35.016""","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Rabsztyn","Przedmurze","https://wspinanie.pl/topo2/page,topo-skaly,skala,432.html","Wapień","15m","N 50°17'56.004"" E 19°35'35.016""","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Januszkowa Góra","Januszkowa Baszta","https://wspinanie.pl/topo2/page,topo-skaly,skala,404.html","Wapień","20m","N 50°18'17.9994"" E 19°36'51.012""","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Januszkowa Góra","Mur Z Płetwą","https://wspinanie.pl/topo2/page,topo-skaly,skala,405.html","Wapień","10m","N 50°18'17.9994"" E 19°36'51.012""","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Januszkowa Góra","Leśniczówka","https://wspinanie.pl/topo2/page,topo-skaly,skala,406.html","Wapień","10m","N 50°18'17.9994"" E 19°36'51.012""","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Januszkowa Góra","Turnia Z Rynną","https://wspinanie.pl/topo2/page,topo-skaly,skala,795.html","Wapień","12m","","Sektor zacieniony"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Olkusz i okolice","Januszkowa Góra","Turnia Drwali","https://wspinanie.pl/topo2/page,topo-skaly,skala,796.html","Wapień","12m","","Sektor zacieniony"
"Polska","Sudety","Karkonosze","Jelenia Góra i okolice","Góra Gapy","Próg Gapy","https://wspinanie.pl/topo2/page,topo-skaly,skala,731.html","Granit","15m","N 50°55'27.8682"" E 15°42'32.5944""","Częściowo w słońcu"
"Polska","Sudety","Hejszowina","Szczeliniec Wielki","Prawy południowo-zachodni mur","Baszta na winklu","https://wspinanie.pl/topo2/page,topo-skaly,skala,143.html","Piaskowiec","20m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Kusięta","Góry Towarne","La Grotta","https://wspinanie.pl/topo2/page,topo-skaly,skala,179.html","Wapień","6m","N 50°46'8.616"" E 19°16'24.8874""","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Kusięta","Góry Towarne","Płyta","https://wspinanie.pl/topo2/page,topo-skaly,skala,213.html","Wapień","8m","N 50°46'8.616"" E 19°16'24.8874""","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Kusięta","Góry Towarne","Bałwanek","https://wspinanie.pl/topo2/page,topo-skaly,skala,180.html","Wapień","8m","N 50°46'8.0034"" E 19°16'24.8874""","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Kusięta","Góry Towarne","Kogutek","https://wspinanie.pl/topo2/page,topo-skaly,skala,181.html","Wapień","8m","N 50°46'8.0034"" E 19°16'24.8874""","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Kusięta","Góry Towarne","Przekładaniec","https://wspinanie.pl/topo2/page,topo-skaly,skala,182.html","Wapień","10m","N 50°46'8.0034"" E 19°16'24.8874""","Sektor słoneczny"
"Polska","Pomorze","Szczecin","Wieża Bismarcka","Wieża Bismarcka","Wieża Bismarcka","https://wspinanie.pl/topo2/page,topo-skaly,skala,61.html","Wapień","15m","N 53°28'37.8912"" E 14°36'6.231""","Częściowo w słońcu"
"Polska","Pomorze","Brętowo","Gdyński","Gdyński","Gdyński","https://wspinanie.pl/topo2/page,topo-skaly,skala,625.html","Beton","5m","","Częściowo w słońcu"
"Polska","Pomorze","Rutki","Stary filar","Stary filar","Stary filar","https://wspinanie.pl/topo2/page,topo-skaly,skala,626.html","Beton","13m","","Sektor słoneczny"
"Polska","Sudety","Chwałków","Główna Ściana","Główna Ściana","Główna Ściana","https://wspinanie.pl/topo2/page,topo-skaly,skala,323.html","Granit","15m","N 50°53'36.0348"" E 16°41'39.2058""","Sektor słoneczny"
"Polska","Sudety","Chwałków","Sektor nad wodą","Sektor nad wodą","Sektor nad wodą","https://wspinanie.pl/topo2/page,topo-skaly,skala,324.html","Granit","15m","N 50°53'36.837"" E 16°41'38.9184""","Sektor słoneczny"
"Polska","Tatry","Tatry Wysokie","Zachodnia ściana Kościelca","Zachodnia ściana Kościelca","Zachodnia ściana Kościelca","https://wspinanie.pl/topo2/page,topo-skaly,skala,55.html","Granit","150m","","Sektor słoneczny"
"Polska","Tatry","Tatry Wysokie","Kazalnica Mięguszowiecka","Kazalnica Mięguszowiecka","Kazalnica Mięguszowiecka","https://wspinanie.pl/topo2/page,topo-skaly,skala,159.html","Granit","460m","N 49°11'9.9846"" E 20°4'22.5978""","Częściowo w słońcu"
"Polska","Tatry","Tatry Wysokie","Żabia Turnia Mięguszowiecka","Żabia Turnia Mięguszowiecka","Żabia Turnia Mięguszowiecka","https://wspinanie.pl/topo2/page,topo-skaly,skala,673.html","Granit","350m","","Sektor zacieniony"
"Polska","Tatry","Tatry Wysokie","Zamarła Turnia","Zamarła Turnia","Zamarła Turnia","https://wspinanie.pl/topo2/page,topo-skaly,skala,729.html","Granit","2179m","","Częściowo w słońcu"
"Polska","Tatry","Tatry Wysokie","Mnich","Mnich","Mnich","https://wspinanie.pl/topo2/page,topo-skaly,skala,785.html","Granit","110m","","Sektor zacieniony"
"Polska","Tatry","Tatry Wysokie","Zadni Kościelec","Zadni Kościelec","Zadni Kościelec","https://wspinanie.pl/topo2/page,topo-skaly,skala,786.html","Granit","2162m","","Sektor słoneczny"
"Polska","Tatry","Tatry Wysokie","Kopa Spadowa","Kopa Spadowa","Kopa Spadowa","https://wspinanie.pl/topo2/page,topo-skaly,skala,789.html","Granit","200m","","Częściowo w słońcu"
"Polska","Tatry","Tatry Wysokie","Mięguszowiecki Szczyt Wielki","Mięguszowiecki Szczyt Wielki","Mięguszowiecki Szczyt Wielki","https://wspinanie.pl/topo2/page,topo-skaly,skala,790.html","Granit","900m","","Częściowo w słońcu"
"Polska","Tatry","Tatry Wysokie","Granaty","Granaty","Granaty","https://wspinanie.pl/topo2/page,topo-skaly,skala,869.html","Granit","2240m","","Sektor słoneczny"
"Polska","Podkarpacie","Kamień Leski","Filar Narożny","Filar Narożny","Filar Narożny","https://wspinanie.pl/topo2/page,topo-skaly,skala,148.html","Piaskowiec","15m","","Sektor zacieniony"
"Polska","Podkarpacie","Kamień Leski","Główna Ściana","Główna Ściana","Główna Ściana","https://wspinanie.pl/topo2/page,topo-skaly,skala,692.html","Piaskowiec","28m","","Częściowo w słońcu"
"Polska","Podkarpacie","Kamień Leski","Południowa Ściana","Południowa Ściana","Południowa Ściana","https://wspinanie.pl/topo2/page,topo-skaly,skala,902.html","Piaskowiec","9m","","Sektor słoneczny"
"Polska","Podkarpacie","Kamień Leski","Niski Mur","Niski Mur","Niski Mur","https://wspinanie.pl/topo2/page,topo-skaly,skala,903.html","Piaskowiec","13m","","Sektor zacieniony"
"Polska","Podkarpacie","Rożnów","Okręt","Okręt","Okręt","https://wspinanie.pl/topo2/page,topo-skaly,skala,72.html","Piaskowiec","15m","N 49°46'3.0648"" E 20°41'16.5948""","Sektor słoneczny"
"Polska","Podkarpacie","Rożnów","Turnia Nad Przełazem","Turnia Nad Przełazem","Turnia Nad Przełazem","https://wspinanie.pl/topo2/page,topo-skaly,skala,78.html","Piaskowiec","10m","","Sektor słoneczny"
"Polska","Podkarpacie","Rożnów","Mur Od zachodu","Mur Od zachodu","Mur Od zachodu","https://wspinanie.pl/topo2/page,topo-skaly,skala,80.html","Piaskowiec","20m","","Częściowo w słońcu"
"Polska","Podkarpacie","Rożnów","Ścianka z Przełazem","Ścianka z Przełazem","Ścianka z Przełazem","https://wspinanie.pl/topo2/page,topo-skaly,skala,81.html","Piaskowiec","15m","","Częściowo w słońcu"
"Polska","Podkarpacie","Rożnów","Zjazdowa Turnia","Zjazdowa Turnia","Zjazdowa Turnia","https://wspinanie.pl/topo2/page,topo-skaly,skala,87.html","Piaskowiec","20m","","Częściowo w słońcu"
"Polska","Podkarpacie","Krajowice","Diabelska przepaść","Diabelska przepaść","Diabelska przepaść","https://wspinanie.pl/topo2/page,topo-skaly,skala,149.html","Piaskowiec","13m","","Sektor słoneczny"
"Polska","Podkarpacie","Żurowa","Borówka Okap","Borówka Okap","Borówka Okap","https://wspinanie.pl/topo2/page,topo-skaly,skala,668.html","Piaskowiec","15m","","Sektor zacieniony"
"Polska","Podkarpacie","Żurowa","Borówka Kapliczka","Borówka Kapliczka","Borówka Kapliczka","https://wspinanie.pl/topo2/page,topo-skaly,skala,669.html","Piaskowiec","12m","","Częściowo w słońcu"
"Polska","Podhale","Jaroniec","Jaroniec","Jaroniec","Jaroniec","https://wspinanie.pl/topo2/page,topo-skaly,skala,85.html","Wapień","28m","","Częściowo w słońcu"
"Polska","Podhale","Przełom Białki","Kramnica","Kramnica","Kramnica","https://wspinanie.pl/topo2/page,topo-skaly,skala,66.html","Wapień","30m","N 49°25'42.1134"" E 20°7'49.314""","Częściowo w słońcu"
"Polska","Podhale","Przełom Białki","Jaskinia Obłazowa","Jaskinia Obłazowa","Jaskinia Obłazowa","https://wspinanie.pl/topo2/page,topo-skaly,skala,95.html","Wapień","15m","","Częściowo w słońcu"
"Polska","Podhale","Przełom Białki","Obłazowa","Obłazowa","Obłazowa","https://wspinanie.pl/topo2/page,topo-skaly,skala,705.html","Dolomit","12m","","Sektor słoneczny"
"Polska","Podhale","Dolina Lejowa","Lejowa","Lejowa","Lejowa","https://wspinanie.pl/topo2/page,topo-skaly,skala,905.html","Wapień","18m","","Sektor słoneczny"
"Polska","Beskidy","Mutne","Mutne","Mutne","Mutne","https://wspinanie.pl/topo2/page,topo-skaly,skala,121.html","Piaskowiec","15m","N 49°39'36.072"" E 19°18'32.5434""","Częściowo w słońcu"
"Polska","Beskidy","Kobyla Skała","Kobyla","Kobyla","Kobyla","https://wspinanie.pl/topo2/page,topo-skaly,skala,622.html","Gnejsy","15m","","Sektor zacieniony"
"Polska","Beskidy","Straconka","Wysoka Skała","Wysoka Skała","Wysoka Skała","https://wspinanie.pl/topo2/page,topo-skaly,skala,674.html","Piaskowiec","10m","","Częściowo w słońcu"
"Polska","Rejony podkieleckie","Stokówka","Przewiecha","Przewiecha","Przewiecha","https://wspinanie.pl/topo2/page,topo-skaly,skala,166.html","Kalcyt","12m","","Sektor słoneczny"
"Polska","Rejony podkieleckie","Stokówka","Zachodnia","Zachodnia","Zachodnia","https://wspinanie.pl/topo2/page,topo-skaly,skala,745.html","Kalcyt","15m","","Częściowo w słońcu"
"Polska","Rejony podkieleckie","Stokówka","Ściana z obrywem","Ściana z obrywem","Ściana z obrywem","https://wspinanie.pl/topo2/page,topo-skaly,skala,746.html","Kalcyt","10m","","Częściowo w słońcu"
"Polska","Rejony podkieleckie","Stokówka","Połoga","Połoga","Połoga","https://wspinanie.pl/topo2/page,topo-skaly,skala,773.html","Kalcyt","19m","","Częściowo w słońcu"
"Polska","Rejony podkieleckie","Stokówka","Kalcytowa Ściana","Kalcytowa Ściana","Kalcytowa Ściana","https://wspinanie.pl/topo2/page,topo-skaly,skala,853.html","Kalcyt","8m","","Częściowo w słońcu"
"Polska","okolice Myślenic","Borzęta","Nowe skały","Nowe skały","Nowe skały","https://wspinanie.pl/topo2/page,topo-skaly,skala,703.html","Piaskowiec","3m","","Sektor słoneczny"
"Polska","Zachodnio-pomorskie","Szczecinek","Wieża Bismarck","Wieża Bismarck","Wieża Bismarck","https://wspinanie.pl/topo2/page,topo-skaly,skala,704.html","Wapień","18m","","Częściowo w słońcu"
"Polska","Północne Mazury","Gołdap","Hamownia rakiet V2","Hamownia rakiet V2","Hamownia rakiet V2","https://wspinanie.pl/topo2/page,topo-skaly,skala,887.html","Beton","3m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Racławki","Racuch","Racuch","https://wspinanie.pl/topo2/page,topo-skaly,skala,17.html","Wapień","15m","N 50°11'49.3116"" E 19°41'1.1862""","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Racławki","Skotnicowa Skała","Skotnicowa Skała","https://wspinanie.pl/topo2/page,topo-skaly,skala,776.html","Wapień","14m","N 50°13'54.984"" E 19°41'57.0114""","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Racławki","Szpic","Szpic","https://wspinanie.pl/topo2/page,topo-skaly,skala,777.html","Wapień","9m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Racławki","Powroźnikowa","Powroźnikowa","https://wspinanie.pl/topo2/page,topo-skaly,skala,817.html","Wapień","16m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Racławki","Kość","Kość","https://wspinanie.pl/topo2/page,topo-skaly,skala,818.html","Wapień","12m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Racławki","Jednorożec","Jednorożec","https://wspinanie.pl/topo2/page,topo-skaly,skala,819.html","Wapień","10m","","Sektor zacieniony"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Racławki","Jupiter","Jupiter","https://wspinanie.pl/topo2/page,topo-skaly,skala,888.html","Wapień","16m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Racławki","Bramka","Bramka","https://wspinanie.pl/topo2/page,topo-skaly,skala,889.html","Wapień","15m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Racławki","Murawa","Murawa","https://wspinanie.pl/topo2/page,topo-skaly,skala,890.html","Wapień","14m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Wedonki","Wielka Skała","Wielka Skała","https://wspinanie.pl/topo2/page,topo-skaly,skala,570.html","Wapień","14m","N 50°8'30.0114"" E 19°50'45.9954""","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Garliczki","Kapitan Garliczka","Kapitan Garliczka","https://wspinanie.pl/topo2/page,topo-skaly,skala,571.html","Wapień","20m","N 50°9'29.0154"" E 19°55'9.984""","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Południowa","Dolina Garliczki","Patrol Garliczka","Patrol Garliczka","https://wspinanie.pl/topo2/page,topo-skaly,skala,572.html","Wapień","12m","","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Siedlec","Duch","Duch","https://wspinanie.pl/topo2/page,topo-skaly,skala,279.html","Wapień","12m","N 50°42'20.4834"" E 19°23'2.9034""","Sektor zacieniony"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Siedlec","Panda","Panda","https://wspinanie.pl/topo2/page,topo-skaly,skala,841.html","Wapień","14m","","Sektor zacieniony"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Okiennik Wielki","Turnia z Załupą (Bliźniacza Baszta)","Turnia z Załupą (Bliźniacza Baszta)","https://wspinanie.pl/topo2/page,topo-skaly,skala,600.html","Wapień","20m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Okiennik Wielki","Muminek","Muminek","https://wspinanie.pl/topo2/page,topo-skaly,skala,601.html","Wapień","20m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Okiennik Wielki","Okiennik Wielki - ściana czołowa","Okiennik Wielki - ściana czołowa","https://wspinanie.pl/topo2/page,topo-skaly,skala,602.html","Wapień","30m","","Sektor zacieniony"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Okiennik Wielki","Śląski filar","Śląski filar","https://wspinanie.pl/topo2/page,topo-skaly,skala,624.html","Wapień","25m","","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Okiennik Wielki","Wschodnia Grańka","Wschodnia Grańka","https://wspinanie.pl/topo2/page,topo-skaly,skala,764.html","Wapień","10m","","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Okiennik Wielki","Omszała Baszta","Omszała Baszta","https://wspinanie.pl/topo2/page,topo-skaly,skala,793.html","Wapień","22m","","Sektor słoneczny"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Popielarka","Popielarka","Popielarka","https://wspinanie.pl/topo2/page,topo-skaly,skala,717.html","Wapień","25m","","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Północna","Popielarka","Płetwa","Płetwa","https://wspinanie.pl/topo2/page,topo-skaly,skala,720.html","Wapień","20m","","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Niegowonice","Kromłowiec","Kromłowiec","https://wspinanie.pl/topo2/page,topo-skaly,skala,709.html","Wapień","10m","","Częściowo w słońcu"
"Polska","Jura Krakowsko-Częstochowska","Jura Środkowa","Niegowonice","Przydrożna skała","Przydrożna skała","https://wspinanie.pl/topo2/page,topo-skaly,skala,865.html","Wapień","10m","","Sektor zacieniony"
"Polska","Jura Krakowsko-Częstochowska","Kamieniołom Sucha Góra","Nowy Kamieniołom","Wielka","Wielka","https://wspinanie.pl/topo2/page,topo-skaly,skala,815.html","Dolomit","25m","","Sektor słoneczny"
"Polska","Sudety","Karkonosze","Krucze Skały - Karpacz","Ściana z Okapem","Ściana z Okapem","https://wspinanie.pl/topo2/page,topo-skaly,skala,627.html","Granit","11m","","Częściowo w słońcu"
"Polska","Sudety","Karkonosze","Krucze Skały - Karpacz","Ściana Główna","Ściana Główna","https://wspinanie.pl/topo2/page,topo-skaly,skala,628.html","Granit","25m","","Sektor słoneczny"
"Polska","Sudety","Karkonosze","Krucze Skały - Karpacz","Mała Ściana","Mała Ściana","https://wspinanie.pl/topo2/page,topo-skaly,skala,629.html","Granit","18m","","Sektor słoneczny"
"Polska","Sudety","Karkonosze","Góry Wałbrzyskie","Pełcznica","Pełcznica","https://wspinanie.pl/topo2/page,topo-skaly,skala,630.html","Piaskowiec","20m","","Sektor zacieniony"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Tępa","Tępa","https://wspinanie.pl/topo2/page,topo-skaly,skala,1.html","Wapień","30m","N 50°15'21.5496"" E 18°27'37.6704""","Sektor słoneczny"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Sukiennice","Sukiennice","https://wspinanie.pl/topo2/page,topo-skaly,skala,54.html","Granit","30m","","Sektor słoneczny"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Baba","Baba","https://wspinanie.pl/topo2/page,topo-skaly,skala,56.html","Granit","12m","","Sektor słoneczny"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Chatka","Chatka","https://wspinanie.pl/topo2/page,topo-skaly,skala,57.html","Granit","15m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Krzywa Turnia","Krzywa Turnia","https://wspinanie.pl/topo2/page,topo-skaly,skala,58.html","Granit","35m","","Sektor słoneczny"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Jastrzębia Turnia","Jastrzębia Turnia","https://wspinanie.pl/topo2/page,topo-skaly,skala,59.html","Granit","50m","","Sektor słoneczny"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Zamkowe Skały","Zamkowe Skały","https://wspinanie.pl/topo2/page,topo-skaly,skala,60.html","Granit","20m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Sokolik Duży","Sokolik Duży","https://wspinanie.pl/topo2/page,topo-skaly,skala,615.html","Granit","35m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Zipserowa Czuba","Zipserowa Czuba","https://wspinanie.pl/topo2/page,topo-skaly,skala,616.html","Granit","30m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Husyckie Skały","Husyckie Skały","https://wspinanie.pl/topo2/page,topo-skaly,skala,617.html","Granit","35m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Sokolec","Sokolec","https://wspinanie.pl/topo2/page,topo-skaly,skala,618.html","Granit","18m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Stodoła","Stodoła","https://wspinanie.pl/topo2/page,topo-skaly,skala,712.html","Granit","10m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Michały","Michały","https://wspinanie.pl/topo2/page,topo-skaly,skala,713.html","Granit","10m","","Sektor słoneczny"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Krzyżna Skała","Krzyżna Skała","https://wspinanie.pl/topo2/page,topo-skaly,skala,714.html","Granit","30m","","Sektor słoneczny"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Ptak","Ptak","https://wspinanie.pl/topo2/page,topo-skaly,skala,797.html","Granit","18m","","Sektor zacieniony"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Sukienice ","Sukienice ","https://wspinanie.pl/topo2/page,topo-skaly,skala,833.html","Granit","13m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Solarium","Solarium","https://wspinanie.pl/topo2/page,topo-skaly,skala,834.html","Granit","13m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Ptak I","Ptak I","https://wspinanie.pl/topo2/page,topo-skaly,skala,837.html","Granit","16m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Sokolik Mały","Sokolik Mały","https://wspinanie.pl/topo2/page,topo-skaly,skala,849.html","Granit","60m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Sokoliki (Góry Sokole)","Małpia ścianka","Małpia ścianka","https://wspinanie.pl/topo2/page,topo-skaly,skala,850.html","Granit","16m","","Sektor zacieniony"
"Polska","Sudety","Rudawy Janowickie","Zamkowy Grzbiet","Pochyła","Pochyła","https://wspinanie.pl/topo2/page,topo-skaly,skala,142.html","Granit","9m","","Częściowo w słońcu"
"Polska","Sudety","Rudawy Janowickie","Starościńskie skały","Starościńska Igła","Starościńska Igła","https://wspinanie.pl/topo2/page,topo-skaly,skala,648.html","Granit","8m","","Sektor słoneczny"
"Polska","Sudety","Rudawy Janowickie","Starościńskie skały","Biblioteka","Biblioteka","https://wspinanie.pl/topo2/page,topo-skaly,skala,711.html","Granit","18m","","Sektor zacieniony"
"Polska","Sudety","Rudawy Janowickie","Grupa Krowiarek","Krowiarki","Krowiarki","https://wspinanie.pl/topo2/page,topo-skaly,skala,816.html","Granit","15m","","Częściowo w słońcu"
"Polska","Sudety","Kotlina Kłodzka","Skały Lądeckie","Mała - Ściana Południowa","Mała - Ściana Południowa","https://wspinanie.pl/topo2/page,topo-skaly,skala,631.html","Granit","12m","","Częściowo w słońcu"
"Polska","Sudety","Kotlina Kłodzka","Skały Lądeckie","Niżna","Niżna","https://wspinanie.pl/topo2/page,topo-skaly,skala,807.html","Gnejsy","15m","","Sektor słoneczny"
"Polska","Sudety","Kotlina Kłodzka","Skały Lądeckie","Skalny Mur","Skalny Mur","https://wspinanie.pl/topo2/page,topo-skaly,skala,808.html","Gnejsy","15m","","Sektor słoneczny"
"Polska","Sudety","Kotlina Kłodzka","Skały Lądeckie","Trojan","Trojan","https://wspinanie.pl/topo2/page,topo-skaly,skala,809.html","Gnejsy","30m","","Sektor słoneczny"
"Polska","Sudety","Kotlina Kłodzka","Skały Lądeckie","Iglica","Iglica","https://wspinanie.pl/topo2/page,topo-skaly,skala,810.html","Gnejsy","16m","","Sektor słoneczny"
"Polska","Sudety","Kotlina Kłodzka","Pasterskie Skały","Dyskobol","Dyskobol","https://wspinanie.pl/topo2/page,topo-skaly,skala,694.html","Piaskowiec","10m","N 50°16'13.4004"" E 16°44'47.8062""","Częściowo w słońcu"
"Polska","Sudety","Kotlina Kłodzka","Pasterskie Skały","Piłkarz","Piłkarz","https://wspinanie.pl/topo2/page,topo-skaly,skala,695.html","Piaskowiec","11m","N 50°16'11.8704"" E 16°44'47.634""","Sektor słoneczny"
"Polska","Sudety","Kotlina Kłodzka","Pasterskie Skały","Oszczepnik","Oszczepnik","https://wspinanie.pl/topo2/page,topo-skaly,skala,696.html","Piaskowiec","14m","","Sektor słoneczny"
"Polska","Sudety","Kotlina Kłodzka","Pasterskie Skały","Pies lub Rozbój","Pies lub Rozbój","https://wspinanie.pl/topo2/page,topo-skaly,skala,697.html","Piaskowiec","12m","N 50°16'11.0058"" E 16°44'46.9962""","Częściowo w słońcu"
"Polska","Sudety","Kotlina Kłodzka","Skały Malwa","Astrodog","Astrodog","https://wspinanie.pl/topo2/page,topo-skaly,skala,722.html","Piaskowiec","15m","N 50°23'53.5374"" E 16°29'48.663""","Częściowo w słońcu"
"Polska","Sudety","Kotlina Kłodzka","Skały Malwa","Mur","Mur","https://wspinanie.pl/topo2/page,topo-skaly,skala,723.html","Piaskowiec","12m","N 50°23'53.9334"" E 16°29'49.2822""","Częściowo w słońcu"
"Polska","Sudety","Kotlina Kłodzka","Skały Malwa","Wielbłąd","Wielbłąd","https://wspinanie.pl/topo2/page,topo-skaly,skala,724.html","Piaskowiec","20m","N 50°23'53.8332"" E 16°29'48.9726""","Częściowo w słońcu"
